WELCOME SUBMITTERS and THANK YOU! Please add newly discovered CDs with Pre-Emphasis to the top or bottom rows of the table.  An Editor will review your submission.,,,,,,,,,,,,,,,,,,,,,,,,,
Contents of this table courtesy of many dedicated CD music fans & members at Steve Hoffman forum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,ARTIST,RELEASE TITLE,LABEL,CATALOG ID#,CTRY MFR,CTRY MKT,MFR,MATRIX,PE FLAG,Submitter,NOTES,Discogs URL,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,Willie Nelson,Angel Eyes,CBS/Sony,35DP 150,,,,35DP-150 11A3 +++++,,jfeldt,"JASRAC 3/4 black face,  inner ring: CSR COMPACT DISC 3x",,,,,,,,,,,,,,
add >,(Compilation),Reference Classics,Reference Recordings,RR-S1CD,,,"DISC MFG, INC.","W.O. # 20000T-3 RR S1CD DISC MFG., INC. (A1)",SUBQ,jfeldt,only track 8 and 20 have PE,,,,,,,,,,,,,,
add >,The Chick Corea Elektric Band,Eye of the Beholder,GRP Digital,VDJ-1146,,,Victor Musical Industries Inc,VDJ-1146-1 A1C 2 tetris blocks,SUBQ,jfeldt,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
,John Williams,Albéniz: Echoes of Spain,,MK 36679,JP,US,,38DC-30 111C1,Unknown,Downsampled,MK 36679; 38DC-30; CSR Japan for US; MK 36679; DIDC 50030; matrix: 38DC-30 111C1,,,,,,,,,,,,,,
,Jonathan Butler,7th Avenue,ProJazz,CDJ 0675,US,US,Discovery,3DC0700A,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Jørgen Ernst Hansen,Invitation to the Baroque Music,Denon,38C37-7037,JP,JP,Denon,7037 A-46,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Jørgen Ernst Hansen,Invitation to the Baroque Music,Denon,38C37-7037,JP,JP,Denon,C37-7037 1A7 56,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Jørgen Ernst Hansen,The Organ Concert at Holmens Church,Denon,38C37-7059,JP,JP,Denon,7059 A-49,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Josef Suk & Smetana Quartet,"Mozart, String Quintets KV 406 & KV 614",Denon,38C37-7179,JP,JP,Matsushita,C37-7179 2 M,SUBQ,Blue Gecko,Wide Font Normal--Blank Hub,,,,,,,,,,,,,,
,Journey,Escape,,35DP 6,,,,DIDP 050006,Unknown,Downsampled,"35DP 6 / CBS CK37408, matrix DIDP 050006",,,,,,,,,,,,,,
,Journey,Frontiers,,35DP 45,JP,JP,,35DP-45 71A5 +++++,SUBQ,Downsampled,"(JP edition 35DP 45) matrix: 35DP-45 71A5 +++++, 3x CSR COMPACT DISC stamped in hub) (SUBQ)",,,,,,,,,,,,,,
,Journey,Frontiers,Sony,SRCS 6270,JP,JP,,,Unknown,Downsampled,"Japan Sony (SRCS 6270), 1993 ""Nice Price"" Line",,,,,,,,,,,,,,
,Journey,Frontiers,CBS; Columbia,"CK 38504, DIDP 50045",US,US,DADC,DIDP 50045 21A2,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Journey,Frontiers,CBS; Columbia,"CK 38504, DIDP 050045",US,US,DADC,DIDP 50045 31A11,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Journey,Frontiers,CBS; Columbia,CK 38504,JP,US,Denon,CK-38504 1C1 76 D,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Jukka Tiensuu,The Fantastic Harpsichord,Finlandia,FACD 357,CH,US,ICM,H011309 FACD 357 1 1 2 5 5 8 5,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Julio Iglesias,A Mis 33 Anos,Epic\ CBS,35 8P-13,JP,JP,,35 8P-13 31A3 +++++,Unknown,,,,,,,,,,,,,,,,
,Julio Iglesias,America,CBS,CDCBS 82846,JP,,,,Unknown,Downsampled,CBS CDCBS 82846 - Made in Japan,,,,,,,,,,,,,,
,Julio Iglesias,Emociones,CBS,CDCBS 83703,JP,EU,,35 8P-18 11A3 +++++,Unknown,,,,,,,,,,,,,,,,
,Julio Iglesias,Hey!,CBS,CDCBS 84304,JP,EU,,35 8P-21 11A6 +++++,Unknown,,,,,,,,,,,,,,,,
,Julio Iglesias,Momentos,CBS,CDCBS 25002,JP,EU,,35 8P-6 21A5 +++++,Unknown,,,,,,,,,,,,,,,,
,Julio Iglesias,Ne Nina A Mujer,CBS,CDCBS 85063,JP,EU,,35 8P-1 61A7 +++++,Unknown,,,,,,,,,,,,,,,,
,Kaoru Sudo,Tear-Drops Calendar,CBS/Sony,32DH 193,JP,JP,,32DH-193 11A2 +++++,SUBQ,Downsampled,"1985, CBS/Sony, 32DH 193, matrix 32DH-193 11A2 +++++, 3x CSR COMPACT DISC stamped in hub (SUBQ)",,,,,,,,,,,,,,
,Karla Bonoff,Wild Heart Of The Young,CBS/Sony,35DP-26,JP,JP,,,SUBQ,Downsampled,(1982) CBS/Sony 35DP-26 1st Japanese Gold-Face pressing (SUBQ),,,,,,,,,,,,,,
,Kazumi Watanabe,Lonesome Cat,,,,,,38C38-7017.C-38-7017 2A2-52 3,SUBQ,Downsampled,1978 - CD reissue from November 1982 - 38C38-7017.C-38-7017 2A2-52 3 (SUBQ),,,,,,,,,,,,,,
,"Ken Satoh, Kazuo Ohtani, Tsunehiro Izumi",New Cat’s Eye Soundtrack,Bourbon Records,32BTC-8,JP,JP,Tokuma Japan Corporation,32BTC-8 11 +++++,SUBQ,DiabloG,,https://www.discogs.com/release/17240422-Ken-Satoh-Kazuo-Ohtani-Tsunehiro-Izumi-New-Cats-Eye-Original-Sound-Track-New-%E3%82%AD%E3%83%A3%E3%83%83%E3%83%84%E3%82%A2%E3%82%A4-%E3%82%AA,,,,,,,,,,,,,
,Kenny Loggins,High Adventure,CBS,CK 38127,JP,,,35DP-40 21B3,Unknown,Downsampled,CBS CK 38127 - Made in Japan - Matrix 35DP-40 21B3 MANUFACTURED BY CBS/SONY RECORDS,,,,,,,,,,,,,,
,Kikuchi Momoko,Ocean Side,,VAP 80003-35,,,,VAP-80003 1A4-53,SUBQ,Downsampled,"VAP 80003-35, 1984, matrix VAP-80003 1A4-53, so pressed in 1985 (SUBQ)",,,,,,,,,,,,,,
,Kim Carnes,Mistaken Identity,,CP35-3018,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kim Carnes,Mistaken Identity,,CP21-6067,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kitaro,Best Selection,Canyon,D33R0013,JP,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kitaro,In Person,Canyon,P-3004,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kitaro,Ki,Canyon,P-3006,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kitaro,My Best,Gramavision,18-7016-2,WG,US,PDO,18-7016-2 2896 849 02 ✳,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Kitaro,My Best,Gramavision,18-7016-2,WG,US,PDO,18-7016-2 2896 849 05 #,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Kitaro,Oasis,Canyon,P-3002,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Kitaro,Oasis,Gramavision,18-7010-2,WG,,,,TOC,Downsampled,Gramavision 18-7010-2 – West Germany PDO – Red Faced cd (TOC),,,,,,,,,,,,,,
,Kitaro,Silk Road,Canyon,P-3001,,,,,Unknown,Downsampled,Canyon P-3001,,,,,,,,,,,,,,
,Kitaro,Silk Road II,Canyon,P-3003,,,,,Unknown,Downsampled,Canyon P-3003,,,,,,,,,,,,,,
,Kitaro,Silver Cloud,Geffen,24086-2,JP,,JVC,,Unknown,Downsampled,Geffen 24086-2 - Mfg. by the Victor Company of Japan,,,,,,,,,,,,,,
,Kitaro,Tunhuang,Canyon,P-3005,,,,,Unknown,Downsampled,Canyon P-3005,,,,,,,,,,,,,,
,Klaus Doldinger,Das Boot - Die Original Filmmusik,WEA,240 581-2,WG,,PDO,240 581-2 2895 277 01 # AJ,Unknown,Yost,,,,,,,,,,,,,,,
,Klaus Doldinger,Die Unendliche Geschichte - Original Filmmusik,WEA,2 50396-2,WG,,Polygram,22922 50396-2 2893 568 01 #,Unknown,,,,,,,,,,,,,,,,
,Klaus Schulze,Irrlicht,,,,,,,Unknown,Downsampled,AVI CD,,,,,,,,,,,,,,
,Kocian Quartet,"Dvořák, String Quartets Nos. 10 & 14",Denon,38C37-7235,JP,US,Denon,"C37-7235 1A3 5Z 6,3 6",SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,"Kroumata Percussion Ensemble, The",The Kroumata Percussion Ensemble (feat. Manuela Wiesler),BIS,CD-272,WG,US,PolyGram,BIS-CD-272 2895 109 02 #,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Kubelik,Bruckner Symphony 4,CBS/Sony,,JP,,Sony,FDCA-325 81 +++++,Unknown,Downsampled,CBS/Sony FDCA-325 81 +++++ CSR on inner hub),,,,,,,,,,,,,,
,Kubelik,Mozart - Symphonies 38 and 39,,38DC 4,,,,,Unknown,Downsampled,38DC 4,,,,,,,,,,,,,,
,Kumiko Yamashita,Ame no hi wa uchi ni ite,Columbia,33C31-7513,,,,,SUBQ,Downsampled,Columbia 33C31-7513 (1985 June) and Columbia CA-3580 (1989 July) matrix C31-7513 2B3 87 (SUBQ),,,,,,,,,,,,,,
,Lalo Schifrin,Ins and Outs,Nautilus,"NR51, DIDZ 10009",JP,US,Sony,DIDZ-10009 51,SUBQ,Blue Gecko,Neat Font Reverse--Sony Hub,,,,,,,,,,,,,,
,"Lazar Berman piano, Chicago Symph Orchestra, Erich Leinsdorf cond","Brahms - ""Piano Concerto No. 1 in D Minor""",CBS Masterworks,MK 35850,,,Sony,38DC-19 61A2,SUBQ,SimonSaysCake,MANUFACTURED BY CBS SONY RECORDS INC.,,,,,,,,,,,,,,
,Leo Kottke,A Shout Towards Noon,Private/RCA,2007-2-P,JP,,,32XB-86 2A3 TO,Unknown,Downsampled,Private/RCA 2007-2-P (32XB-86 2A3 TO in matrix) - Made in Japan,,,,,,,,,,,,,,
,Leonard Bernstein,"Prokofiev, Symphony No. 5 in B-flat Major, Op. 100",CBS; Sony,38DC 16,JP,JP,Sony,38DC-16-2 1A1,SUBQ,Blue Gecko,Crude Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Leonard Bernstein,"Prokofiev, Symphony No. 5 in B-flat Major, Op. 100",CBS Masterworks,"MK 35877, DIDC 50016",JP,US,Sony,38DC-16 81A1,SUBQ,Blue Gecko,Neat Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Leonard Bernstein,West Side Story,,CDCBS 70006,JP,,,35DP-59 41A7 +++++,SUBQ,Downsampled,CDCBS 70006 (matrix 35DP-59 41A7 +++++) (SUBQ),,,,,,,,,,,,,,
,Leonard Slatkin,"Rachmaninoff, Symphony No. 3 & Piano Concerto No. 1",MMG; Essex,MWCD 7129,JP,US,Daio Kosan,87.0,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Leontyne Price,Live!,Pro-Arte Digital,CDD 231,JP,US,Matsushita,IS CDD-231 2 M,SUBQ,Blue Gecko,Wide Font Normal--Blank Hub,,,,,,,,,,,,,,
,Lincoln Mayorga & Amanda McBroom,Growing Up in Hollywood Town,,,JP,,,,Unknown,Downsampled,Sheffield Labs CD-13 - Made in Japan,,,,,,,,,,,,,,
,Lincoln Mayorga and Distinguished Colleagues,"The Missing Linc, Volume II",Sheffield Lab,CD-S10,JP,US,JVC,CD S10 M4C,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Lionel Hampton,"L. Hampton Swings with G. Kawaguchi""",Paddle Wheel/King,K38Y-6002,,,,K38Y-6002 11A3 +++++,SUBQ,SimonSaysCake,"CSR COMPACT DISC"" x 3",,,,,,,,,,,,,,
,Lionel Richie,Can't Slow Down,Motown,"MCD06059MD, DIDX 14",JP,US,Sony,DIDX-14 11A6 (11A8) +++++,SUBQ,"Blue Gecko
SimonSaysCake",Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Lionel Richie,Can't Slow Down,Motown,"MCD06059MD, DIDX 14",JP,US,Sony,DIDX-14 21,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Lionel Richie,Can't Slow Down,Motown,MCD06059MD,,,,MCD06059MD S8A18D,TOC,,,,,,,,,,,,,,,,
,Lionel Richie,Can't Slow Down,Motown,MCD06059MD,DE,,,MCD 06059MD 2893 337 01,SUBQ,,"Gold face disc, full aluminum hub",,,,,,,,,,,,,,
,Lionel Richie,Can't Slow Down,Motown,,US,,,MCD06059MD S8A18D,TOC,Downsampled,Motown MCD06059MD - matrix MCD06059MD S8A18D - Made in U.S.A. on CD (TOC),,,,,,,,,,,,,,
,Lionel Richie,Lionel Richie,Motown,MCD06007MD,JP,US,Sanyo,MCD 6007 402161,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Lionel Richie,Lionel Richie,Motown,MCD06007MD,JP,US,CTA,MCD-6007 X-005,TOC,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Lionel Richie,Lionel Richie (S/T),Motown,MCD06007MD,,,,,SUBQ,Downsampled,Motown MCD06007MD - Made in Germany (SUBQ),,,,,,,,,,,,,,
,London Mayorga and Distinguished Colleagues,"The Missing Linc, Volume II",Sheffield Labs,CD-15,JP,,,,Unknown,Downsampled,Sheffield Labs CD-15 - Made in Japan,,,,,,,,,,,,,,
,Lorin Maazel,"Beethoven, Symphony No. 5 & Schubert, Symphony No. 8",Masterworks; CBS Masterworks,"CD 36711, DIDC 1",JP,EU,Sony,38DC-1-1 1B6,SUBQ,Blue Gecko,Crude Font Reverse--Sony Hub,,,,,,,,,,,,,,
,Lorin Maazel,"Beethoven, Symphony No. 5 & Schubert, Symphony No. 8",Masterworks; CBS Masterworks,"CD 36711, DIDC 1",JP,EU,Sony,38DC-1 61A6,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Lorin Maazel,"Beethoven, Symphony No. 5 & Schubert, Symphony No. 8",CBS; Sony,38DC 1,JP,JP,Sony,38DC-1-6 1A1,SUBQ,Blue Gecko,Neat Transitional Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Lorin Maazel,"Beethoven, Symphony No. 5 & Schubert, Symphony No. 8",CBS Masterworks,MK 36711,JP,US,Denon,MK-36711 1A2 74,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Lorin Maazel,"Gustav Holst - ""The Planets""",CBS Masterworks,CD 37249,JP,EU,Sony,38DC-121-1 1A5,SUBQ,SimonSaysCake,"earliest crude font, MANUFACTURED BY CBS SONY RECORDS INC.",,,,,,,,,,,,,,
,Lorin Maazel,"Gustav Holst - ""The Planets""",CBS Masterworks,MK-37249,JP,US,,38DC-12 81A2,TOC,SimonSaysCake,,,,,,,,,,,,,,,
,Lorin Maazel,"Holst, The Planets, Op. 32",Masterworks; CBS Masterworks,"CD 37249, DIDC 12",JP,EU,Sony,38DC-12-1 1B4,SUBQ,Blue Gecko,Neat Transitional Font Reverse--Blank Hub,,,,,,,,,,,,,,
,"Lorin Maazel, The Cleveland Orchestra","Richard Strass - ""Ein Heldenleben""",CBS Masterworks,MY-34566,JP,,,35DC-40 51A3,SUBQ,SimonSaysCake,"hub text: ""CSR COMPACT DISC"" x 3, UPC: 07464345662",,,,,,,,,,,,,,
,"Lorin Maazel, The Cleveland Orchestra","Tchaikovsky, Symphony No. 5",CBS Masterworks,CD 36700,JP,EU,,38DC-7121A1 +++++,SUBQ,SimonSaysCake,"etched barcode, hub text: ""CSR""",,,,,,,,,,,,,,
,Loverboy,Keep It Up,,35·8P-27,JP,JP,,,SUBQ,Downsampled,35.8P -27 (SUBQ),,,,,,,,,,,,,,
,Loverboy,Keep It Up,CBS; Columbia,"CK 38703, DI8P-50027",JP,US,Sony,35 8P-27 11,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Lovro von Matacic / NHK Symphony Orchestra,Beethoven: Symphonies 2 and 7,Denon,COCO-78552,,,,,Unknown,drh,1995.0,,,,,,,,,,,,,,
,Lukas Foss,American Festival,Pro-Arte Digital,CDD-102,JP,US,Matsushita,CDD-102 2,SUBQ,Blue Gecko,Narrow Font Normal--Technics Hub,,,,,,,,,,,,,,
,Maazel,Gaite Parisienne,,35DC 52,,,,,Unknown,Downsampled,35DC 52,,,,,,,,,,,,,,
,Maazel,Wagner - Overtures,,mk 38699,,,,,Unknown,Downsampled,mk 38699,,,,,,,,,,,,,,
,Maazel & Cleveland Orch,Beethoven - Sym. No. 9 'Choral',Sony/CBS,35DC-34,JP,,,35DC-34-1-+--+--,SUBQ,SimonSaysCake,,,,,,,,,,,,,,,
,"Maazel, Cleveland Orchestra",Tchaikosvky No. 5,CBS,38DC-7,,,,,Unknown,Downsampled,CBS - 38DC-7 and Europan/American versions with 38DC-7 in hub ring area,,,,,,,,,,,,,,
,Machiko Kikuchi & Sharon Isbin,Favourite Guitar Pieces,Denon,38C37-7054,JP,JP,Denon,7054 A-17,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Mado Robin,S/T (coloratura soprano arias),Accord,200022.0,,,,,Unknown,drh,,,,,,,,,,,,,,,
,Mamba Percussions,"Mamba Percussions, Volume 2",Pierre Verany,"PV. 784051, DIDZ 10131",JP,US,Sony,DIDZ-10131 11A1,TOC,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire I,American Gramaphone,AGCD-355,JP,US,JVC,AGCD 366 3,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire I,American Gramaphone,AGCD-355,JP,US,JVC,AGCD 355 S8E,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire I,American Gramaphone,AGCD-355,JP,US,CTA,AGCD 355 X-483,SUBQ,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire II,American Gramaphone,AGCD-359,JP,US,CTA,AGCD-359 X-384,TOC,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire II,American Gramaphone,AGCD-359,JP,US,JVC,AGCD 359 2A,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire II,American Gramaphone,AGCD-359,JP,US,CTA,AGCD-359 X-384,SUBQ,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire III,American Gramaphone,AGCD 365,JP,US,CTA,AGCD-365 X-29,TOC,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire III,American Gramaphone,AGCD 365,JP,US,CTA,AGCD-365 X-29,SUBQ,Blue Gecko,Crude font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire V,American Gramaphone,AGCD-385,JP,US,CTA,AGCD-385 X-386,TOC,Blue Gecko,Neat font,,,,,,,,,,,,,,
,Mannheim Steamroller,Fresh Aire V,American Gramaphone,AGCD-385,JP,US,JVC,AGCD 385 M4C,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Marcel Moyse,"Mozart, Serenade No. 10, K. 361 'Grand Partita' in B-flat for 13 Winds",Nautilus,"NR56, DIDZ 10012",JP,US,Sony,DIDZ-10012 31A1,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Mari Fujiwara,"Haydn & Boccherini, Cello Concertos",Denon,38C37-7023,JP,JP,Denon,7023 A-26,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Maria João Pires,Mozart - Piano Sonatas Vol. 2,Denon,C37-7387,JP,,Denon,C37-7387 1A5 61,SUBQ,SimonSaysCake,,,,,,,,,,,,,,,
,Marianne Faithfull,Rich Kid Blues,Castle,CCSCD 107,JP,UK,JVC,CCSCD - 107 - T1 E : :,SUBQ,Henry66,,https://www.discogs.com/release/5880593-Marianne-Faithfull-Rich-Kid-Blues,,,,,,,,,,,,,
,Marillion,Real To Reel,,,WG,,,,Unknown,Downsampled,early WG CD,,,,,,,,,,,,,,
,Mark Knopfler,Cal,Vertigo,822 769-2,,,,,Unknown,Downsampled,Vertigo 822 769-2,,,,,,,,,,,,,,
,Marsalis,Marsalis,,CK 37574,JP,,Sony,35P-33 151A3 +++++,Unknown,Downsampled,CK 37574 & CDCBS 85404 J for E 35P-33 151A3 +++++ (first CSR Japan),,,,,,,,,,,,,,
,Marsalis,Think of One,,35DP-75,JP,JP,,,Unknown,Downsampled,35DP-75 & Japan for US - CBS CK 38641,,,,,,,,,,,,,,
,Masaki Ueda,After Midnight,CBS/Sony,CSCL 1229,,,,,TOC,Downsampled,1990 CBS/Sony CSCL 1229 ([)first issued on CD in 1983 - cat/no 35DH-42) flagged in TOC,,,,,,,,,,,,,,
,Masaki Ueda,Songs,CBS/Sony,35DH 67,,,Sony,35DH-67 21A4 +++++,Unknown,Downsampled,"35DH 67, CBS/Sony, 1983, matrix 35DH-67 21A4 +++++, CSR stamped in hub",,,,,,,,,,,,,,
,Mats Liljefors,Concerto for Oboe and Strings,CTA,PD-1003,JP,JP,Sony,PD1003,SUBQ,Blue Gecko,Crude Font Reverse--CTADD Hub,,,,,,,,,,,,,,
,Matthew Best,"Duruflé, Requiem & Four Motets",Hyperion,CDA66191,UK,EU,Disctec,CDA 66191 01,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Matthew Wilder,I Don’t Speak the Language,,ZK 39112,JP,US,,35DP-136,Unknown,,,,,,,,,,,,,,,,
,Maxence Larrieu & Robert Veyron-Lacroix,Concert Royal,Denon,38C37-7069,JP,JP,Denon,7069 A-1x,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Maynard Ferguson,Storm,Nautilus,"NR57, DIDZ 10011",JP,US,Sony,DIDZ-10011 11,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Men at Work,Business as Usual,CBS; Columbia,"CK 37978, DI8P 50015",JP,US,Sony,35 8P-15 21A6,SUBQ,Blue Gecko,Neat Font Reverse--Sony Hub,,,,,,,,,,,,,,
,Men At Work,Business As Usual,,35·8P-15,,,,,Unknown,Downsampled,35·8P-15,,,,,,,,,,,,,,
,Men At Work,Cargo,,35·8P-16,JP,JP,Sony,,Unknown,Downsampled,"CK 38660 (U.S), 35 8P-16 & CBS 461023 2 Austria (all have PE)",,,,,,,,,,,,,,
,Mercyful Fate,Melissa,,RRD9898,,,,,TOC,Downsampled,RRD9898 (TOC),,,,,,,,,,,,,,
,Merle Haggard & Willie Nelson,Pancho & Lefty,Epic,EK 37958 - DIDP 20085,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Michael Jackson,Off the Wall,Sony/Epic,32·8P-223,JP,,,32 8P-223 91A2 +++++,TOC,jaynyc,Vertical red stripe on cd face,,,,,,,,,,,,,,
,Michael Jackson,Off the Wall,Sony/Epic,ESCA 5407,JP,,,,Unknown,,,,,,,,,,,,,,,,
,Michael Jackson,Off the Wall,Epic/Sony Records,32·8P-233,JP,,,,TOC,Downsampled,Epic/Sony Records ESCA 5407 & 32·8P-233 made in Japan (TOC),,,,,,,,,,,,,,
,Michael Jackson,Thriller,Epic/CBS,CDEPC 85930,JP,,,35 8P-11 111A2 +++++,Unknown,Downsampled,1982 Epic/CBS CDEPC 85930 (DI8P-11); matrix: 35 8P-11 111A2 +++++,,,,,,,,,,,,,,
,Michael Tilson Thomas; Sarah Vaughan; Los Angeles Philharmonic,Gershwin Live!,MK 37277,,JP,,,35DP-57 11A5,SUBQ,Downsampled,MK 37277; 35DP-57; CSR Japan for US -- 35DP-57 11A5 (SUBQ),,,,,,,,,,,,,,
,Michel Chapuis,J.S. Bach: Works for Organ (L'Oeuvre d'Orgue),Auvidis Valois,,,,,,Unknown,drh,"14 CDs; vol 2 (4412), 5 (4415) and 6 (4416) have PE. Rec. 1967-1968.",,,,,,,,,,,,,,
,Mike Oldfield,Tubular Bells,Virgin (BMG),"90589-2, 170345D",US,US,Denon,170345D 4/88 6DA1,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Mike Oldfield,Tubular Bells,,32VD-1010,JP,,Sony,32VD-1010 11+++++,Unknown,Downsampled,"32VD-1010, Japanese “Black Triangle” Matrix:32VD-1010 11+++++ (Sony)",,,,,,,,,,,,,,
,Mike Oldfield,Tubular Bells,,CDV 2001,WG,,,,Unknown,Downsampled,WG CDV 2001 and Japan VJD-23001,,,,,,,,,,,,,,
,Mike Oldfield,,Virgin,CDV2001,CH,,,CDV 2001 2891087 01,SUBQ,SimonSaysCake,Silver hub,,,,,,,,,,,,,,
,Miles Davis,Agharta,CBS/Sony,50DP 237~8,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,E.S.P.,CBS/Sony,35DP 69,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Four and More,CBS/Sony,35DP 66,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Miles in Berlin,CBS/Sony,35DP 68,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Miles in Tokyo,CBS/Sony,35DP 67,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,My Funny Valentine,CBS/Sony,35DP 65,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Pangaea,CBS/Sony,50DP 239~40,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Porgy and Bess,CBS/Sony,35DP 61,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Sketches of Spain,CBS; Columbia,"CK 08271, DIDP-50063",JP,US,Sony,35DP-63 31A2 +++++,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Miles Davis,Someday My Prince Will Come,CBS/Sony,35DP 64,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,Star People,CBS/Sony,35DP 55,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,The Man With The Horn,CBS/Sony,35DP 16,JP,JP,Sony,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Miles Davis,The Man with the Horn,CBS; Columbia,"CDCBS 84708, DIDP 16",JP,US,Sony,35DP-16-3 1A2 1A3,SUBQ,Blue Gecko,Crude Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,"Mills Brothers, The",22 Great Hits,Ranwood,R-7035-CD,US,US,Discovery,1170100A,TOC,Blue Gecko,,,,,,,,,,,,,,,
